snapshot_at,team,player_id,name,position,jersey,age,birthdate,status,salary_2026_27,years_remaining,contract_end_year,contract_type
2026-09-08T20:32:52+00:00,LAC,4845363,Cam Christie,G,24,21,2005-07-24,Active,2296271,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4396907,Darius Garland,G,10,26,2000-01-26,Active,42166510,2,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4398390,Jalen Pickett,G,,26,1999-10-22,Active,2406205,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4396818,Jordan Miller,G,22,26,2000-01-23,Active,2497812,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,5254165,Keaton Wagler,G,,19,2007-02-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAC,4702352,Kobe Sanders,G,4,24,2002-05-30,Active,2150917,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,2991139,Kris Dunn,G,8,32,1994-03-18,Active,5684800,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4065778,Max Strus,G,,30,1996-03-28,Active,16660836,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4683749,TyTy Washington Jr.,G,15,24,2001-11-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,4433136,Walker Kessler,C,,25,2001-07-26,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,5114350,AK Okereke,F,,23,2003-07-02,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,5060631,Adou Thiero,F,1,22,2004-05-08,Active,2150917,2,2027,Standard
2026-09-08T20:32:52+00:00,LAL,4897943,Dalton Knecht,F,4,25,2001-04-19,Active,4201080,1,2027,Standard
2026-09-08T20:32:52+00:00,LAL,4592691,Jake LaRavia,F,12,24,2001-11-03,Active,6000000,1,2027,Standard
2026-09-08T20:32:52+00:00,LAL,4278077,Jarred Vanderbilt,F,2,27,1999-04-03,Active,12428571,2,2027,Standard
2026-09-08T20:32:52+00:00,LAL,3155535,Kevon Looney,F,,30,1996-02-06,Active,8000000,1,2027,Standard
2026-09-08T20:32:52+00:00,LAL,4278580,Sandro Mamukelashvili,F,,27,1999-05-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,4433137,Ziaire Williams,F,,24,2001-09-12,Active,6250000,1,2027,Standard
2026-09-08T20:32:52+00:00,LAL,4066457,Austin Reaves,G,15,28,1998-05-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,4683774,Bronny James,G,9,21,2004-10-06,Active,2296274,2,2027,Standard
2026-09-08T20:32:52+00:00,LAL,5113969,Cameron Carr,G,,21,2004-11-21,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,4702972,Chris Manon,G,30,24,2001-12-09,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,4277811,Collin Sexton,G,,27,1999-01-04,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,4868423,Jaden Hardy,G,,24,2002-07-05,Active,6000000,2,2027,Standard
2026-09-08T20:32:52+00:00,LAL,3945274,Luka Doncic,G,77,27,1999-02-28,Active,49500000,3,2027,Standard
2026-09-08T20:32:52+00:00,LAL,3907498,Matisse Thybulle,G,,29,1997-03-04,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAL,4397014,Quentin Grimes,G,,26,2000-05-08,Active,,,,Standard
2026-09-08T20:32:52+00:00,MEM,4593016,Quinten Post,C,,26,2000-03-21,Active,,,,Standard
2026-09-08T20:32:52+00:00,MEM,4600663,Zach Edey,C,14,24,2002-03-14,Active,6332760,3,2027,Standard
2026-09-08T20:32:52+00:00,MEM,5041935,Cameron Boozer,F,27,19,2007-07-18,Active,,,,Standard
2026-09-08T20:32:52+00:00,MEM,4903027,Cedric Coward,F,23,22,2003-09-11,Active,6001080,3,2027,Standard
2026-09-08T20:32:52+00:00,MEM,5105550,GG Jackson,F,45,21,2004-12-17,Active,2406205,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4432810,Isaiah Stewart,F,,25,2001-05-22,Active,15000000,2,2027,Standard
2026-09-08T20:32:52+00:00,MEM,5112087,Jaylen Wells,F,0,23,2003-08-26,Active,2296271,2,2027,Standard
2026-09-08T20:32:52+00:00,MEM,2991070,Jerami Grant,F,9,32,1994-03-12,Active,34206897,2,2027,Standard
2026-09-08T20:32:52+00:00,MEM,5231919,Karim Lopez,F,,19,2007-04-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,MEM,4594326,Kris Murray,F,24,26,2000-08-19,Active,5315004,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4595400,Olivier-Maxence Prosper,F,18,24,2002-07-03,Active,2497812,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4684806,Taylor Hendricks,F,22,22,2003-11-22,Active,7805900,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4433083,Cam Spencer,G,24,26,2000-04-06,Active,2411090,3,2027,Standard
2026-09-08T20:32:52+00:00,MEM,3136776,D'Angelo Russell,G,,30,1996-02-23,Active,5969250,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4683934,Jahmai Mashack,G,21,23,2002-11-10,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4781746,Javon Small,G,10,23,2002-12-19,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4683750,Jordan Hawkins,G,,24,2002-04-29,Active,7021895,1,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4432185,Micah Peavy,G,,25,2001-07-16,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,MEM,5105462,Richie Saunders,G,,24,2001-09-19,Active,,,,Standard
2026-09-08T20:32:52+00:00,MEM,4431785,Scotty Pippen Jr.,G,1,25,2000-11-10,Active,2461462,2,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4065733,Ty Jerome,G,2,29,1997-07-08,Active,9220050,2,2027,Standard
2026-09-08T20:32:52+00:00,MEM,4896372,Walter Clayton Jr.,G,4,23,2003-03-06,Active,4190520,3,2027,Standard
2026-09-08T20:32:52+00:00,MIA,4066261,Bam Adebayo,C,13,29,1997-07-18,Active,49500000,3,2027,Standard
2026-09-08T20:32:52+00:00,MIA,4278076,Nick Richards,C,8,28,1997-11-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,4700818,Vladislav Goldin,C,50,25,2001-05-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,3059319,Andrew Wiggins,F,22,31,1995-02-23,Active,30169643,1,2027,Standard
2026-09-08T20:32:52+00:00,MIA,3064482,Bobby Portis,F,95,31,1995-02-10,Active,14521414,2,2027,Standard
2026-09-08T20:32:52+00:00,MIA,3032977,Giannis Antetokounmpo,F,7,31,1994-12-06,Active,58456566,2,2027,Standard
2026-09-08T20:32:52+00:00,MIA,4702784,J'Vonne Hadley,F,,24,2002-04-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,4431786,Keshad Johnson,F,16,25,2001-06-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,4431772,Myron Gardner,F,15,25,2001-05-21,Active,2150917,2,2027,Standard
2026-09-08T20:32:52+00:00,MIA,4997528,Nikola Jovic,F,5,23,2003-06-09,Active,16200000,4,2027,Standard
2026-09-08T20:32:52+00:00,MIA,3899664,Simone Fontecchio,F,0,30,1995-12-09,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,4278053,Davion Mitchell,G,45,28,1998-09-05,Active,12400000,1,2027,Standard
2026-09-08T20:32:52+00:00,MIA,4066993,Dru Smith,G,12,28,1997-12-30,Active,2584359,2,2027,Standard
2026-09-08T20:32:52+00:00,MIA,4433133,Jahmir Young,G,17,25,2000-10-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,6475,Klay Thompson,G,,36,1990-02-08,Active,17460317,1,2027,Standard
2026-09-08T20:32:52+00:00,MIA,4601025,Pelle Larsson,G,9,25,2001-02-23,Active,2296271,1,2027,Standard
2026-09-08T20:32:52+00:00,MIA,5107157,Ryan Conwell,G,,22,2004-06-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,2528210,Tim Hardaway Jr.,G,10,34,1992-03-16,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,4837356,Tre Donaldson,G,,22,2003-12-11,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIA,4432645,Trevor Keels,G,8,23,2003-08-26,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,4277922,Jericho Sims,C,00,27,1998-10-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,5105623,Kel'el Ware,C,7,22,2004-04-20,Active,4654920,2,2027,Standard
2026-09-08T20:32:52+00:00,MIL,3133628,Myles Turner,C,3,30,1996-03-24,Active,26584164,3,2027,Standard
2026-09-08T20:32:52+00:00,MIL,5214989,Bogoljub Markovic,F,,21,2005-07-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,4432848,Jaime Jaquez Jr.,F,11,25,2001-02-18,Active,5939141,1,2027,Standard
2026-09-08T20:32:52+00:00,MIL,3134907,Kyle Kuzma,F,18,31,1995-07-24,Active,20345152,1,2027,Standard
2026-09-08T20:32:52+00:00,MIL,5184016,Malique Lewis,F,,21,2004-11-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,5164559,Nate Ament,F,,19,2006-12-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,4997526,Ousmane Dieng,F,21,23,2003-05-21,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,4397233,Pete Nance,F,35,26,2000-02-19,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,4397475,AJ Green,G,20,26,1999-09-27,Active,10044643,4,2027,Standard
2026-09-08T20:32:52+00:00,MIL,5082206,Brayden Burries,G,,20,2005-09-18,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,2991043,Caris LeVert,G,,32,1994-08-25,Active,14809200,1,2027,Standard
2026-09-08T20:32:52+00:00,MIL,4397114,Cormac Ryan,G,30,27,1998-10-26,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,4277843,Gary Trent Jr.,G,5,27,1999-01-18,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIL,4697268,Kam Jones,G,,24,2002-02-25,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,MIL,5214640,Kasparas Jakucionis,G,25,20,2006-05-29,Active,3841680,3,2027,Standard
2026-09-08T20:32:52+00:00,MIL,4397140,Kevin Porter Jr.,G,7,26,2000-05-04,Active,5390700,1,,Standard
2026-09-08T20:32:52+00:00,MIL,4591725,Ryan Rollins,G,13,24,2002-07-03,Active,4000000,2,2027,Standard
2026-09-08T20:32:52+00:00,MIL,4395725,Tyler Herro,G,14,26,2000-01-20,Active,33000000,1,2027,Standard
2026-09-08T20:32:52+00:00,MIN,5157587,Rocco Zikarsky,C,44,20,2006-07-11,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,3032976,Rudy Gobert,C,27,34,1992-06-26,Active,36500000,2,2027,Standard
2026-09-08T20:32:52+00:00,MIN,4895758,Cody Williams,F,,21,2004-11-20,Active,6015600,2,2027,Standard
2026-09-08T20:32:52+00:00,MIN,4592699,Enrique Freeman,F,25,26,2000-07-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,4431671,Jaden McDaniels,F,3,25,2000-09-29,Active,26200001,3,2027,Standard
2026-09-08T20:32:52+00:00,MIN,5279133,Joan Beringer,F,19,19,2006-11-11,Active,4411200,3,2027,Standard
2026-09-08T20:32:52+00:00,MIN,4433247,Jonathan Kuminga,F,,23,2002-10-06,Active,24300000,1,2027,Standard
2026-09-08T20:32:52+00:00,MIN,5105553,Julian Phillips,F,4,22,2003-11-05,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,4897438,Trey Kaufman-Renn,F,,24,2002-08-19,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,3136196,Trey Lyles,F,,30,1995-11-05,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,4594268,Anthony Edwards,G,5,25,2001-08-05,Active,48924624,4,2027,Standard
2026-09-08T20:32:52+00:00,MIN,4397002,Ayo Dosunmu,G,13,26,2000-01-17,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,4592492,Bones Hyland,G,8,25,2000-09-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,3934673,Donte DiVincenzo,G,0,29,1997-01-31,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,5061585,Isaiah Evans,G,,20,2005-12-06,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,4432247,Jaylen Clark,G,22,24,2001-10-13,Active,,,,Standard
2026-09-08T20:32:52+00:00,MIN,3134932,John Konchar,G,,30,1996-03-22,Active,6165000,1,2027,Standard
2026-09-08T20:32:52+00:00,MIN,4432816,LaMelo Ball,G,,25,2001-08-22,Active,40770520,3,2027,Standard
2026-09-08T20:32:52+00:00,MIN,4432847,Terrence Shannon Jr.,G,1,26,2000-07-30,Active,2801640,2,2027,Standard
2026-09-08T20:32:52+00:00,MIN,4592979,Zyon Pullin,G,15,25,2001-03-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,NOP,3442,DeAndre Jordan,C,6,38,1988-07-21,Active,,,,Standard
2026-09-08T20:32:52+00:00,NOP,4869780,Derik Queen,C,22,21,2004-12-27,Active,5416080,3,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4432068,Josh Oduro,C,13,25,2000-10-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,NOP,5061589,Yves Missi,C,21,22,2004-05-14,Active,3512760,2,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4277813,Herbert Jones,F,2,27,1998-10-06,Active,14898786,4,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4997538,Karlo Matkovic,F,17,25,2001-03-30,Active,2296271,1,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4712862,Malik Dia,F,,22,2004-02-04,Active,,,,Standard
2026-09-08T20:32:52+00:00,NOP,3986,Taj Gibson,F,,41,1985-06-24,Active,3185861,1,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4431675,Trendon Watford,F,,25,2000-11-09,Active,2801346,1,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4397688,Trey Murphy III,F,25,26,2000-06-18,Active,27000000,3,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4395628,Zion Williamson,F,1,26,2000-07-06,Active,42166510,2,2027,Standard
2026-09-08T20:32:52+00:00,NOP,5170947,AJ Johnson,G,,21,2004-12-01,Active,3237120,2,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4576086,Bryce McGowens,G,11,23,2002-11-08,Active,2584539,2,2027,Standard
2026-09-08T20:32:52+00:00,NOP,3907497,Dejounte Murray,G,5,29,1996-09-19,Active,32785071,2,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4703115,Jaron Pierre Jr.,G,,24,2002-07-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,NOP,5144091,Jeremiah Fears,G,0,19,2006-10-14,Active,7896240,3,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4277956,Jordan Poole,G,3,27,1999-06-19,Active,34044642,1,2027,Standard
2026-09-08T20:32:52+00:00,NOP,4397136,Saddiq Bey,G,41,27,1999-04-09,Active,6440678,1,2027,Standard
2026-09-08T20:32:52+00:00,NYK,6585,Andre Drummond,C,,33,1993-08-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,NYK,3136195,Karl-Anthony Towns,C,32,30,1995-11-15,Active,57078728,2,2027,Standard
2026-09-08T20:32:52+00:00,NYK,5289900,Mohamed Diawara,F,51,21,2005-04-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,NYK,3934719,OG Anunoby,F,8,29,1997-07-17,Active,42500000,3,2027,Standard
2026-09-08T20:32:52+00:00,NYK,5211983,Pacome Dadiet,F,4,21,2005-07-27,Active,2983680,2,2027,Standard
2026-09-08T20:32:52+00:00,NYK,4838721,Tyler Nickel,F,,23,2003-09-05,Active,,,,Standard
2026-09-08T20:32:52+00:00,NYK,5234862,Jack Kayil,G,,20,2006-01-27,Active,,,,Standard
2026-09-08T20:32:52+00:00,NYK,3934672,Jalen Brunson,G,11,30,1996-08-31,Active,37739521,3,2027,Standard
2026-09-08T20:32:52+00:00,NYK,2528426,Jordan Clarkson,G,00,34,1992-06-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,NYK,4277869,Jose Alvarado,G,5,28,1998-04-12,Active,4500000,1,2027,Standard
2026-09-08T20:32:52+00:00,NYK,3062679,Josh Hart,G,3,31,1995-03-06,Active,20923760,2,2027,Standard
2026-09-08T20:32:52+00:00,NYK,4411057,Kevin McCullar Jr.,G,9,25,2001-03-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,NYK,3914044,Landry Shamet,G,44,29,1997-03-13,Active,,,,Standard
2026-09-08T20:32:52+00:00,NYK,3147657,Mikal Bridges,G,25,30,1996-08-30,Active,33482143,4,2027,Standard
2026-09-08T20:32:52+00:00,NYK,4431823,Miles McBride,G,2,25,2000-09-08,Active,3956523,1,2027,Standard
2026-09-08T20:32:52+00:00,NYK,4433225,Tyler Kolek,G,13,25,2001-03-27,Active,2296271,2,2027,Standard
2026-09-08T20:32:52+00:00,OKC,5174983,Aday Mara,C,,21,2005-04-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,OKC,4433255,Chet Holmgren,C,7,24,2002-05-01,Active,41500000,5,2027,Standard
2026-09-08T20:32:52+00:00,OKC,4222252,Isaiah Hartenstein,C,55,28,1998-05-05,Active,28500000,1,2027,Standard
2026-09-08T20:32:52+00:00,OKC,5061603,Thomas Sorber,C,12,20,2005-12-25,Active,4887720,3,2027,Standard
2026-09-08T20:32:52+00:00,OKC,4684208,Brooks Barnhizer,F,23,24,2002-03-02,Active,,,,Standard
2026-09-08T20:32:52+00:00,OKC,4432823,Jaylin Williams,F,6,24,2002-06-29,Active,7774648,2,2027,Standard
2026-09-08T20:32:52+00:00,OKC,4900671,Ajay Mitchell,G,25,24,2002-06-25,Active,2850000,2,2027,Standard
2026-09-08T20:32:52+00:00,OKC,2991350,Alex Caruso,G,9,32,1994-02-28,Active,19550160,3,2027,Standard
2026-09-08T20:32:52+00:00,OKC,5241364,Bennett Stirtz,G,,22,2003-10-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,OKC,4683692,Cason Wallace,G,22,22,2003-11-07,Active,7420806,1,2027,Standard
2026-09-08T20:32:52+00:00,OKC,4593803,Jalen Williams,G,8,25,2001-04-14,Active,41500000,5,2027,Standard
2026-09-08T20:32:52+00:00,OKC,4683778,Jared McCain,G,3,22,2004-02-20,Active,4422600,2,2027,Standard
2026-09-08T20:32:52+00:00,OKC,5105800,Josh Dix,G,,22,2004-06-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,OKC,3133626,Kenrich Williams,G,34,31,1994-12-02,Active,7163000,1,2027,Standard
2026-09-08T20:32:52+00:00,OKC,5159925,Nikola Topic,G,44,21,2005-08-10,Active,5429760,2,2027,Standard
2026-09-08T20:32:52+00:00,OKC,5106270,Otega Oweh,G,,23,2003-06-21,Active,,,,Standard
2026-09-08T20:32:52+00:00,OKC,4278073,Shai Gilgeous-Alexander,G,2,28,1998-07-12,Active,40806150,5,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4397204,Colin Castleton,C,14,26,2000-05-25,Active,,,,Standard
2026-09-08T20:32:52+00:00,ORL,4348700,Goga Bitadze,C,35,27,1999-07-20,Active,7608696,1,2027,Standard
2026-09-08T20:32:52+00:00,ORL,6478,Nikola Vucevic,C,9,35,1990-10-24,Active,,,,Standard
2026-09-08T20:32:52+00:00,ORL,4277847,Wendell Carter Jr.,C,34,27,1999-04-16,Active,18102000,3,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4566434,Franz Wagner,F,22,25,2001-08-27,Active,41754690,4,2027,Standard
2026-09-08T20:32:52+00:00,ORL,5107251,Izaiyah Nelson,F,,22,2003-10-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,ORL,4278572,Jamal Cain,F,8,27,1999-03-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,ORL,4065654,Jonathan Isaac,F,1,28,1997-10-03,Active,14500000,3,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4565201,Malaki Branham,F,12,23,2003-05-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,ORL,5214637,Noah Penda,F,93,21,2005-01-07,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4432573,Paolo Banchero,F,5,23,2002-11-12,Active,41500000,5,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4702382,Tristan da Silva,F,23,25,2001-05-15,Active,3991200,2,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4593034,Alex Morales,G,30,28,1997-11-21,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4712849,Anthony Black,G,0,22,2004-01-20,Active,10106315,1,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4066320,Desmond Bane,G,3,28,1998-06-25,Active,39446090,3,2027,Standard
2026-09-08T20:32:52+00:00,ORL,4576085,JD Davison,G,20,23,2002-10-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,ORL,4432165,Jalen Suggs,G,4,25,2001-06-03,Active,32400000,4,2027,Standard
2026-09-08T20:32:52+00:00,ORL,5239561,Jase Richardson,G,11,20,2005-10-16,Active,3132360,3,2027,Standard
2026-09-08T20:32:52+00:00,ORL,3133635,Jevon Carter,G,2,30,1995-09-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,5105637,Adem Bona,C,30,23,2003-03-28,Active,2296271,2,2027,Standard
2026-09-08T20:32:52+00:00,PHI,4871141,Ariel Hukporti,C,,24,2002-04-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,3059318,Joel Embiid,C,21,32,1994-03-16,Active,58100000,3,2027,Standard
2026-09-08T20:32:52+00:00,PHI,3904625,Tacko Fall,C,,30,1995-12-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,3912848,Dean Wade,F,,29,1996-11-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,4702159,Dillon Jones,F,,24,2001-10-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,4870562,Dominick Barlow,F,25,23,2003-05-26,Active,3415000,1,2027,Standard
2026-09-08T20:32:52+00:00,PHI,4432446,Jabari Walker,F,33,24,2002-07-30,Active,2584539,1,2027,Standard
2026-09-08T20:32:52+00:00,PHI,4711297,Justin Edwards,F,11,22,2003-12-16,Active,2411090,2,2027,Standard
2026-09-08T20:32:52+00:00,PHI,1966,LeBron James,F,23,41,1984-12-30,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,4351851,Anfernee Simons,G,5,27,1999-06-08,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,4433144,Caleb Love,G,9,24,2001-09-27,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,4702049,Duke Miles,G,,24,2002-02-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,4592444,Jameer Nelson Jr.,G,,25,2001-08-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,3917376,Jaylen Brown,G,7,29,1996-10-24,Active,57078728,3,2027,Standard
2026-09-08T20:32:52+00:00,PHI,2581018,Kentavious Caldwell-Pope,G,,33,1993-02-18,Active,21621500,1,2027,Standard
2026-09-08T20:32:52+00:00,PHI,4873090,Labaron Philon Jr.,G,,20,2005-11-24,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,5099752,Rayan Rupert,G,12,22,2004-05-31,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHI,4431678,Tyrese Maxey,G,0,25,2000-11-04,Active,40770520,3,2027,Standard
2026-09-08T20:32:52+00:00,PHI,5124612,VJ Edgecombe,G,77,21,2005-07-30,Active,11663880,3,2027,Standard
2026-09-08T20:32:52+00:00,PHX,5203685,Khaman Maluach,C,10,19,2006-09-14,Active,6316680,3,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4701232,Mark Williams,C,15,24,2001-12-16,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHX,4702602,CJ Huntley,F,22,24,2002-01-06,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,PHX,3155526,Dillon Brooks,F,3,30,1996-01-22,Active,19992727,1,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4291678,Haywood Highsmith,F,7,29,1996-12-09,Active,3018158,1,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4277957,Isaiah Livers,F,18,28,1998-07-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHX,5041953,Koa Peat,F,,19,2007-01-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHX,4066383,Miles Bridges,F,,28,1998-03-21,Active,22826087,1,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4601023,Oso Ighodaro,F,11,24,2002-07-14,Active,2296271,2,,Standard
2026-09-08T20:32:52+00:00,PHX,5105977,Rasheer Fleming,F,20,22,2004-07-10,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4888725,Ryan Dunn,F,0,23,2003-01-07,Active,2784240,2,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4278585,Collin Gillespie,G,12,27,1999-06-25,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHX,3136193,Devin Booker,G,15,29,1996-10-30,Active,57078728,4,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4437244,Jalen Green,G,4,24,2002-02-09,Active,36251166,2,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4280245,Jamaree Bouyea,G,17,27,1999-06-27,Active,2584539,1,2027,Standard
2026-09-08T20:32:52+00:00,PHX,4278402,Jordan Goodwin,G,23,27,1998-10-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHX,4591259,Koby Brea,G,14,23,2002-11-06,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHX,3913174,Luke Kennard,G,,30,1996-06-24,Active,,,,Standard
2026-09-08T20:32:52+00:00,PHX,4592714,Pat Spencer,G,,30,1996-07-04,Active,,,,Standard
2026-09-08T20:32:52+00:00,POR,4592435,Branden Carlson,C,,27,1999-06-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,POR,5105565,Donovan Clingan,C,23,22,2004-02-23,Active,7519920,2,2027,Standard
2026-09-08T20:32:52+00:00,POR,4066399,Micah Potter,C,11,28,1998-04-06,Active,2801346,1,2027,Standard
2026-09-08T20:32:52+00:00,POR,4066211,Robert Williams III,C,35,28,1997-10-17,Active,,,,Standard
2026-09-08T20:32:52+00:00,POR,5217746,Yang Hansen,C,16,21,2005-06-26,Active,4643520,3,2027,Standard
2026-09-08T20:32:52+00:00,POR,4683021,Deni Avdija,F,8,25,2001-01-03,Active,13125000,2,2027,Standard
2026-09-08T20:32:52+00:00,POR,4610139,Jeremy Sochan,F,20,23,2003-05-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,POR,4593043,John Tonje,F,,25,2001-04-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,POR,4431736,Toumani Camara,F,33,26,2000-05-08,Active,18080358,4,2027,Standard
2026-09-08T20:32:52+00:00,POR,4706557,Chris Youngblood,G,11,24,2002-02-09,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,POR,6606,Damian Lillard,G,0,36,1990-07-15,Active,13398000,2,2027,Standard
2026-09-08T20:32:52+00:00,POR,4279888,Ja Morant,G,1,27,1999-08-10,Active,42166510,2,2027,Standard
2026-09-08T20:32:52+00:00,POR,4703889,Jayson Kent,G,29,24,2002-02-03,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,POR,3995,Jrue Holiday,G,5,36,1990-06-12,Active,34800000,2,2027,Standard
